caseid,weight,fin_cf,rate_econ,have_house,thi_dis,edu,race,worse_fin_cf,higher_thi_dis
5165,39894.285,4,2,1,2,2,2,0,1
5166,10586.396,2,2,1,2,4,3,1,1
5167,17821.385,3,2,2,3,3,1,0,0
5168,15700.013,3,2,1,3,3,1,0,0
5169,37757.195,2,1,3,2,2,3,1,1
5170,11402.994,2,2,1,3,3,1,1,0
5171,16502.391,2,1,2,3,2,1,1,0
5172,8569.6221,2,1,1,3,4,1,1,0
5173,13289.896,2,2,1,2,4,1,1,1
5174,37757.195,2,1,3,1,2,3,1,1
5175,16302.766,4,2,1,2,4,1,0,1
5176,30850.266,4,1,1,2,4,1,0,1
5177,14001.978,3,3,2,2,4,1,0,1
5178,9118.3916,3,2,1,3,4,1,0,0
5179,41312.504,3,4,2,1,2,3,0,1
5180,44450.621,1,1,1,3,2,3,1,0
5181,28383.135,4,2,2,3,2,1,0,0
5182,23687.555,3,2,1,3,4,1,0,0
5183,28784.359,3,2,1,1,2,1,0,1
5184,23789.752,2,1,1,3,3,3,1,0
5185,15501.488,3,2,3,3,4,1,0,0
5186,20617.813,3,2,1,2,3,1,0,1
5187,26575.781,2,1,3,1,2,2,1,1
5188,13054.357,4,3,2,3,4,3,0,0
5189,9731.6924,3,3,1,3,4,1,0,0
5191,13758.002,3,3,2,3,3,1,0,0
5192,15498.335,3,1,3,3,4,2,0,0
5193,14152.919,3,3,2,3,2,1,0,0
5194,33372.02,5,1,4,5,3,2,0,0
5195,22737.604,3,2,3,3,4,1,0,0
5196,12767.074,2,2,2,2,4,2,1,1
5197,12641.871,1,1,1,2,4,1,1,1
5198,28104.223,3,1,1,3,2,1,0,0
5199,27400.988,3,1,1,3,2,1,0,0
5200,20771.986,2,3,1,3,4,3,1,0
5201,21612.271,5,1,3,3,2,1,0,0
5202,17339.936,4,1,3,1,2,1,0,1
5203,13308.463,3,1,1,3,4,3,0,0
5204,17516.166,2,2,2,3,3,1,1,0
5205,27746.488,4,1,1,2,4,1,0,1
5206,28065.723,2,2,3,3,3,4,1,0
5207,10870.799,3,3,1,5,4,1,0,0
5208,31856.865,5,2,1,3,4,3,0,0
5209,19169.361,2,1,3,4,3,2,1,0
5210,15353.288,3,2,1,3,4,2,0,0
5211,22690.182,3,1,4,1,4,2,0,1
5212,15321.62,2,1,1,3,4,1,1,0
5213,13090.769,3,2,1,3,4,1,0,0
5214,29063.695,2,2,1,2,3,3,1,1
5215,22611.25,1,1,1,2,4,1,1,1
5216,23235.17,1,3,3,3,2,2,1,0
5217,10352.221,3,2,4,3,3,1,0,0
5218,19612.475,2,1,2,3,3,1,1,0
5219,75580.969,3,1,2,3,1,5,0,0
5220,23235.17,3,1,2,3,2,2,0,0
5221,15321.62,3,2,1,2,4,1,0,1
5222,21630.361,4,2,3,3,2,1,0,0
5223,27473.832,4,2,1,3,4,1,0,0
5224,20893.535,4,2,3,1,4,2,0,1
5225,23647.822,3,1,1,3,3,1,0,0
5226,21434.07,3,3,2,3,1,1,0,0
5227,29063.695,3,2,1,3,3,3,0,0
5228,28501.506,3,1,3,3,2,1,0,0
5229,17034.646,3,2,1,3,4,1,0,0
5230,24159.561,3,1,4,3,4,2,0,0
5231,17215.234,3,3,2,3,2,1,0,0
5232,32293.893,2,1,1,2,2,3,1,1
5234,21579.211,4,1,1,2,4,1,0,1
5235,14323.791,2,2,3,2,4,1,1,1
5236,19105.045,3,3,4,3,3,3,0,0
5237,20192.795,4,2,4,3,4,3,0,0
5238,45895.328,1,1,1,2,1,3,1,1
5239,44906.324,3,2,1,3,2,3,0,0
5240,13188.367,3,2,3,2,2,1,0,1
5241,15184.495,2,1,2,3,1,1,1,0
5242,19571.916,3,1,1,2,3,2,0,1
5243,17542.51,1,1,1,3,3,3,1,0
5244,27108.186,3,2,1,3,2,3,0,0
5245,22472.814,3,1,4,1,3,1,0,1
5246,35525.383,4,4,1,3,3,3,0,0
5247,12033.683,3,2,1,3,4,1,0,0
5248,48655.738,1,1,3,3,2,3,1,0
5249,23871.996,4,2,3,2,3,2,0,1
5250,27643.41,4,1,3,2,4,1,0,1
5251,28383.135,3,1,3,3,2,1,0,0
5252,25524.145,3,2,4,3,3,2,0,0
5253,14300.526,3,3,2,2,3,3,0,1
5254,20850.799,2,2,1,2,4,1,1,1
5255,20850.799,3,3,1,3,4,1,0,0
5256,15882.463,2,2,2,1,4,1,1,1
5257,22529.832,4,2,4,2,4,3,0,1
5258,27775.238,3,1,3,2,1,2,0,1
5259,33716.73,3,1,3,2,1,1,0,1
5260,21830.977,3,3,2,2,4,1,0,1
5261,25821.461,2,1,2,1,2,1,1,1
5262,18596.275,3,3,3,2,2,1,0,1
5263,15202.416,3,3,2,2,4,2,0,1
5264,16329.075,4,1,3,3,4,1,0,0
5265,20450.977,5,3,1,2,3,1,0,1
5266,18215.834,2,2,3,3,4,1,1,0
5267,21515.83,3,1,2,3,4,1,0,0
5268,12160.537,4,2,4,3,3,3,0,0
5269,17969.082,3,2,1,3,3,3,0,0
5270,13090.769,2,3,2,3,4,1,1,0
5271,24636.809,2,2,1,2,2,1,1,1
5272,15700.013,2,2,2,3,3,1,1,0
5273,20481.783,2,1,2,3,4,1,1,0
5274,23631.793,5,2,1,3,3,1,0,0
5275,23490.23,3,1,4,2,3,3,0,1
5276,15564.477,2,2,1,2,3,1,1,1
5277,13914.758,4,1,1,3,4,1,0,0
5278,23922.635,4,2,1,2,4,1,0,1
5279,17704.762,3,2,1,3,2,1,0,0
5280,16869.469,3,2,3,2,3,1,0,1
5281,9019.4756,3,3,2,3,4,1,0,0
5282,22146.035,3,4,1,1,4,1,0,1
5283,26774.732,3,3,3,3,2,2,0,0
5284,17734.896,3,1,1,3,3,3,0,0
5285,25951.752,2,2,2,3,2,1,1,0
5286,33697.531,3,1,3,2,4,2,0,1
5287,12153.106,2,2,2,3,4,1,1,0
5288,24035.045,4,3,1,3,4,2,0,0
5290,16705.389,3,3,1,2,3,1,0,1
5291,13150.606,2,1,2,3,3,1,1,0
5292,15483.233,3,2,1,2,2,1,0,1
5293,11497.557,2,2,1,2,3,1,1,1
5294,21917.783,3,3,1,4,2,1,0,0
5295,14001.978,2,2,1,3,4,1,1,0
5296,13205.773,3,2,2,3,3,1,0,0
5297,14861.757,2,2,2,2,2,1,1,1
5298,15908.618,3,3,1,2,3,1,0,1
5299,31175.855,4,2,4,1,3,2,0,1
5300,26774.732,2,1,3,3,2,2,1,0
5301,21057.727,4,3,1,2,4,1,0,1
5302,25978.104,3,2,4,3,3,1,0,0
5303,14140.936,3,2,1,3,4,1,0,0
5304,16524.17,4,3,1,1,3,1,0,1
5305,17533.744,4,2,1,3,4,1,0,0
5306,21744.811,4,2,3,2,4,3,0,1
5307,15644.491,3,2,1,3,4,1,0,0
5308,25420.064,2,2,1,3,1,1,1,0
5309,17704.762,2,2,2,3,2,1,1,0
5310,57036.445,2,1,2,3,2,4,1,0
5311,23922.635,3,2,1,2,4,1,0,1
5312,20837.023,3,2,3,2,3,1,0,1
5313,21579.211,3,2,2,2,4,1,0,1
5314,14140.936,4,3,2,2,4,1,0,1
5315,34847.461,3,1,1,3,1,1,0,0
5316,23512.73,1,1,3,1,3,1,1,1
5317,13289.896,1,1,2,3,4,1,1,0
5318,11868.557,4,2,1,3,4,2,0,0
5319,25343.895,3,2,1,3,2,1,0,0
5320,41797.598,3,2,1,3,4,4,0,0
5321,27052.039,3,2,1,2,2,1,0,1
5322,30236.76,3,4,1,3,4,3,0,0
5323,15051.257,2,2,2,2,2,1,1,1
5324,21057.727,4,2,1,3,4,1,0,0
5325,9019.4756,2,1,2,3,4,1,1,0
5326,37341.992,3,2,2,3,2,3,0,0
5327,6372.5698,3,2,1,2,4,5,0,1
5328,23512.73,3,2,3,3,3,1,0,0
5329,31090.48,4,3,4,3,3,2,0,0
5330,14353.957,3,2,3,3,4,3,0,0
5331,8349.6504,3,1,3,3,4,1,0,0
5332,12225.056,4,1,1,2,3,1,0,1
5333,27794.537,3,2,2,1,3,2,0,1
5334,22073.646,3,3,4,2,3,2,0,1
5335,13150.606,2,2,1,2,3,1,1,1
5336,47829.887,1,1,1,2,1,3,1,1
5337,23235.17,1,2,1,3,2,2,1,0
5338,17704.762,2,2,3,3,2,1,1,0
5339,19917.973,3,2,1,3,4,1,0,0
5340,23457.035,4,2,2,3,2,1,0,0
5341,4107.5669,2,1,3,3,3,5,1,0
5342,11773.241,1,1,3,3,3,1,1,0
5343,20481.783,1,1,1,3,4,1,1,0
5344,22495.207,1,1,1,3,2,1,1,0
5345,16098.93,3,2,1,3,2,1,0,0
5346,12628.578,3,1,3,5,4,2,0,0
5347,34990.242,3,2,4,3,2,3,0,0
5348,20745.193,4,2,2,3,3,2,0,0
5349,22659.063,2,3,2,2,3,3,1,1
5350,28559.191,3,3,1,3,4,1,0,0
5351,31110.602,3,2,4,1,3,1,0,1
5352,45195.703,5,2,3,2,2,3,0,1
5353,13294.827,3,3,2,2,3,1,0,1
5354,46405.633,3,2,4,3,1,3,0,0
5355,21722.529,3,2,2,2,3,1,0,1
5356,28071.471,5,2,1,1,3,2,0,1
5357,81974.281,2,1,3,3,1,3,1,0
5358,12575.919,4,2,3,3,3,1,0,0
5359,11650.325,2,3,3,3,3,1,1,0
5360,30350.357,3,1,2,3,2,3,0,0
5361,21849.291,2,1,1,2,2,1,1,1
5362,19917.973,3,2,1,3,4,1,0,0
5363,14140.936,2,3,2,2,4,1,1,1
5364,13855.225,3,3,2,3,3,1,0,0
5365,10857.74,3,2,2,3,4,1,0,0
5366,23413.66,2,2,1,3,3,1,1,0
5367,15483.233,3,3,2,3,2,1,0,0
5368,20177.086,3,1,3,2,3,2,0,1
5369,33363.645,3,2,1,1,2,2,0,1
5370,12502.931,4,3,2,3,3,3,0,0
5371,88732.648,3,3,4,3,1,3,0,0
5372,23056.043,4,3,1,3,4,1,0,0
5373,24619.387,2,1,2,3,2,1,1,0
5374,13849.545,3,3,2,3,4,1,0,0
5375,23308.9,3,2,2,3,4,4,0,0
5376,17167.285,1,1,3,2,3,2,1,1
5377,10010.995,1,2,1,3,4,1,1,0
5378,23746.074,3,2,1,3,3,1,0,0
5379,44474.176,4,3,1,2,4,4,0,1
5380,11497.557,2,2,2,2,3,1,1,1
5381,22896.381,4,1,1,3,4,4,0,0
5382,23127.813,2,2,3,2,2,2,1,1
5383,34513.113,3,2,2,2,2,3,0,1
5384,45758.785,2,1,3,1,1,3,1,1
5385,23443.414,2,2,1,3,2,1,1,0
5386,19582.994,3,2,1,2,3,1,0,1
5387,13854.684,3,1,1,3,3,1,0,0
5388,34939.594,4,2,3,3,4,3,0,0
5389,18880.35,4,2,1,3,3,1,0,0
5390,17477.102,2,1,3,3,2,1,1,0
5391,34458.363,4,3,1,3,2,2,0,0
5392,8764.8271,3,1,3,2,2,5,0,1
5393,19771.826,3,2,2,3,3,1,0,0
5395,22386.393,2,1,1,3,2,1,1,0
5396,4777.9932,2,1,2,5,3,5,1,0
5397,7539.063,1,3,4,2,3,5,1,1
5398,15525.198,3,2,1,2,4,1,0,1
5399,25906.963,2,1,1,3,3,1,1,0
5400,14602.334,3,2,2,2,4,3,0,1
5401,22389.527,1,1,4,2,1,1,1,1
5402,12767.074,1,1,1,1,4,2,1,1
5403,13205.773,4,2,3,1,3,1,0,1
5404,8441.2197,2,1,2,2,4,1,1,1
5405,23370.154,3,1,1,3,2,1,0,0
5406,28104.223,3,2,1,2,2,1,0,1
5407,16168.614,5,1,3,3,4,1,0,0
5408,15091.212,3,1,1,3,3,1,0,0
5409,22087.861,3,3,2,3,4,4,0,0
5410,24636.809,2,2,1,3,2,1,1,0
5411,18273.215,3,2,2,3,2,1,0,0
5412,33709.309,3,1,2,2,3,3,0,1
5413,9020.8857,2,2,1,2,4,5,1,1
5414,21760.109,3,1,2,3,1,1,0,0
5415,12622.869,1,1,3,3,4,1,1,0
5416,17668.77,4,1,2,3,2,1,0,0
5417,14146.183,3,1,2,3,3,1,0,0
5418,17624.115,3,1,2,3,4,3,0,0
5419,13186.499,3,2,1,3,4,2,0,0
5420,10747.429,3,2,1,3,4,3,0,0
5421,12381.37,3,2,1,3,4,1,0,0
5422,15116.407,1,1,1,3,4,1,1,0
5423,8930.8447,3,3,2,3,4,1,0,0
5424,24159.561,3,2,1,1,4,2,0,1
5425,6658.6299,1,1,4,3,3,5,1,0
5426,16142.563,1,1,1,3,4,1,1,0
5427,21515.83,2,1,1,2,4,1,1,1
5428,21786.4,4,2,2,2,3,3,0,1
5429,13900.407,2,2,2,2,4,1,1,1
5430,21327.436,4,2,1,2,3,3,0,1
5431,17072.859,2,2,3,3,3,3,1,0
5432,27765.064,3,2,2,3,2,1,0,0
5433,39868.336,3,3,3,2,1,1,0,1
5434,23622,1,1,1,3,3,3,1,0
5435,14146.183,3,2,2,2,3,1,0,1
5436,56417.719,3,2,2,3,2,4,0,0
5437,9028.7881,1,1,2,3,4,1,1,0
5438,13237.421,2,2,3,3,4,1,1,0
5439,15882.463,5,2,1,2,4,1,0,1
5440,16361.154,1,1,1,3,3,1,1,0
5441,16705.389,3,1,2,3,3,1,0,0
5442,15116.407,2,1,1,2,4,1,1,1
5443,23015.496,3,1,3,3,2,1,0,0
5444,33138.328,3,2,4,2,4,4,0,1
5445,12204.816,4,2,1,3,4,3,0,0
5446,13289.896,3,3,1,2,4,1,0,1
5447,26275.279,1,1,2,3,2,1,1,0
5448,17001.771,3,1,1,3,4,3,0,0
5449,21601.357,4,1,3,1,3,1,0,1
5450,23006.846,2,1,2,3,2,2,1,0
5451,32293.893,2,1,2,3,2,3,1,0
5452,53217.277,3,1,4,3,1,3,0,0
5453,20850.799,2,1,1,3,4,1,1,0
5454,19612.475,2,1,1,3,3,1,1,0
5455,19501.123,3,2,1,3,3,1,0,0
5456,8562.7842,4,2,3,2,3,1,0,1
5457,19483.783,3,2,1,3,4,1,0,0
5458,13794.58,3,3,2,1,3,1,0,1
5459,16142.563,3,1,1,3,4,1,0,0
5460,23602.084,3,2,3,3,2,1,0,0
5461,26333.84,3,2,3,3,2,1,0,0
5462,21295.379,3,1,3,1,3,3,0,1
5463,13056.665,1,1,3,5,3,1,1,0
5464,24406.777,3,1,3,3,2,1,0,0
5465,20472.328,3,1,1,3,2,1,0,0
5466,23413.66,3,2,1,3,3,1,0,0
5467,35648.523,5,2,1,5,4,1,0,0
5468,27506.457,3,2,3,3,3,1,0,0
5469,36301.266,5,2,1,3,2,1,0,0
5470,23983,3,3,2,3,3,1,0,0
5471,13289.896,4,3,2,5,4,1,0,0
5472,16976.58,4,2,1,3,3,2,0,0
5473,13613.973,3,1,1,3,4,1,0,0
5474,13289.896,1,1,1,2,4,1,1,1
5475,14001.978,3,3,2,1,4,1,0,1
5476,25049.994,3,1,2,3,3,1,0,0
5477,15321.62,2,2,3,3,4,1,1,0
5478,28952.73,2,1,2,2,3,4,1,1
5479,16860.326,1,1,2,3,2,1,1,0
5480,22087.861,3,2,2,2,4,4,0,1
5481,13289.896,4,2,2,3,4,1,0,0
5482,15987.947,3,3,1,3,3,1,0,0
5483,17260.936,2,2,2,3,3,1,1,0
5484,26841.803,4,3,3,2,2,3,0,1
5485,8569.6221,1,1,2,3,4,1,1,0
5486,13374.158,3,2,2,3,3,1,0,0
5487,17173.871,2,3,1,2,4,2,1,1
5488,19493.889,5,3,1,3,4,1,0,0
5489,10965.495,3,2,2,3,4,1,0,0
5490,21238.813,3,2,3,2,2,2,0,1
5491,21515.83,2,2,1,2,4,1,1,1
5492,21057.727,3,3,1,3,4,1,0,0
5493,13237.421,3,3,2,3,4,1,0,0
5494,15529.7,3,1,2,2,3,1,0,1
5495,13294.827,3,2,2,3,3,1,0,0
5496,10857.74,3,2,1,2,4,1,0,1
5497,16568.25,4,1,1,3,4,1,0,0
5498,32983.762,4,2,1,2,3,1,0,1
5499,14140.936,3,2,2,1,4,1,0,1
5500,28559.191,4,2,1,3,4,1,0,0
5501,30998.709,4,2,1,3,3,1,0,0
5502,13289.896,3,2,2,3,4,1,0,0
5503,26064.826,3,1,1,3,2,1,0,0
5504,17530.783,2,1,2,2,2,1,1,1
5505,11074.096,2,2,1,2,4,2,1,1
5506,22896.381,3,2,1,2,4,4,0,1
5507,16389.93,3,2,2,3,2,1,0,0
5508,14140.936,2,3,1,1,4,1,1,1
5509,24347.811,3,2,1,1,3,1,0,1
5510,24557.92,4,1,3,1,4,2,0,1
5511,22146.035,3,3,1,4,4,1,0,0
5512,3666.6387,2,1,2,3,4,5,1,0
5513,18415.605,3,2,1,3,4,1,0,0
5514,21304.402,2,2,2,3,4,1,1,0
5515,16389.93,1,2,3,2,2,1,1,1
5516,13255.273,3,2,1,3,3,1,0,0
5517,8648.8281,1,1,3,5,4,5,1,0
5518,37592.434,3,2,2,3,4,4,0,0
5519,16639.242,2,1,1,3,2,1,1,0
5520,20850.799,1,1,1,3,4,1,1,0
5521,13063.843,3,2,2,2,4,1,0,1
5522,17704.762,4,2,1,3,2,1,0,0
5523,28263.631,2,1,1,3,1,1,1,0
5524,21793.367,3,1,2,3,4,1,0,0
5525,16389.93,3,1,2,3,2,1,0,0
5526,17530.783,3,2,3,3,2,1,0,0
5527,14140.936,2,2,1,1,4,1,1,1
5528,23284.855,4,2,1,2,4,1,0,1
5529,21087.953,3,1,1,5,4,3,0,0
5530,21528.922,3,2,3,3,3,3,0,0
5531,55599.742,3,3,1,3,3,5,0,0
5532,11421.699,3,1,1,2,4,1,0,1
5533,13289.896,3,2,2,1,4,1,0,1
5534,21579.211,2,2,2,2,4,1,1,1
5535,30850.266,5,2,1,3,4,1,0,0
5536,13289.896,3,3,1,1,4,1,0,1
5537,23457.035,3,1,1,3,2,1,0,0
5538,14052.851,3,3,1,3,4,1,0,0
5539,19843.193,3,3,3,3,3,1,0,0
5540,51596.66,3,2,3,2,1,3,0,1
5541,24994.611,3,3,3,3,2,1,0,0
5542,22926.031,3,2,4,3,1,1,0,0
5543,31813.156,1,2,3,2,2,1,1,1
5544,22285.43,5,1,3,3,4,3,0,0
5545,8476.6592,3,3,1,3,4,1,0,0
5546,13654.793,4,4,2,3,3,5,0,0
5547,24159.561,3,1,3,5,4,2,0,0
5548,14052.851,2,1,2,3,4,1,1,0
5549,22482.904,3,1,1,3,4,1,0,0
5550,11993.804,3,2,1,3,2,5,0,0
5551,17530.783,3,3,2,3,2,1,0,0
5552,14513.092,3,2,3,2,2,5,0,1
5553,21728.92,4,2,1,3,4,2,0,0
5555,13095.626,3,3,1,3,3,1,0,0
5556,15464.774,1,1,2,2,3,1,1,1
5557,17709.318,3,2,1,3,2,1,0,0
5558,19419.75,4,2,1,3,3,1,0,0
5559,10965.495,3,1,1,3,4,1,0,0
5560,18166.146,4,1,1,3,3,3,0,0
5561,8930.8447,2,1,2,3,4,1,1,0
5562,28559.191,5,2,1,3,4,1,0,0
5563,28993.613,2,1,1,3,4,1,1,0
5564,23712.514,4,1,4,3,4,3,0,0
5565,34837.625,3,2,3,2,2,2,0,1
5566,27871.445,3,2,1,3,2,3,0,0
5567,12160.537,4,1,2,1,3,3,0,1
5568,18678.648,3,2,3,3,3,2,0,0
5569,22209.566,4,1,3,3,3,1,0,0
5570,13090.769,2,2,2,2,4,1,1,1
5571,25325.701,2,3,1,2,3,1,1,1
5572,20481.783,1,2,2,2,4,1,1,1
5573,16899.523,2,1,1,3,4,1,1,0
5574,25681.313,2,2,3,2,3,1,1,1
5575,19035.096,4,3,1,3,1,1,0,0
5576,61480.148,3,3,1,3,3,4,0,0
5577,23515.465,4,2,1,3,4,2,0,0
5578,15501.488,3,1,1,2,4,1,0,1
5579,19677.145,4,2,1,3,4,1,0,0
5580,17167.285,3,1,3,4,3,2,0,0
5581,17530.783,3,2,2,3,2,1,0,0
5582,16868.871,3,2,1,3,2,1,0,0
5583,14140.936,1,1,2,3,4,1,1,0
5584,14140.936,3,2,1,3,4,1,0,0
5585,26674.959,5,1,1,3,2,1,0,0
5586,14001.978,3,1,1,3,4,1,0,0
5587,42418.48,3,2,3,3,1,3,0,0
5588,22926.031,2,1,2,2,1,1,1,1
5589,19799.367,5,2,3,2,4,2,0,1
5590,14428.018,2,1,2,3,2,1,1,0
5591,27746.488,3,2,1,3,4,1,0,0
5592,21057.727,4,3,1,2,4,1,0,1
5593,20496.547,2,2,3,3,2,1,1,0
5594,19982.818,1,1,3,3,1,1,1,0
5595,4399.7192,4,3,2,3,4,5,0,0
5596,15280.206,2,1,2,5,2,1,1,0
5597,21891.633,2,1,1,3,3,1,1,0
5598,14001.978,2,2,2,3,4,1,1,0
5599,14001.978,3,2,3,3,4,1,0,0
5600,20220.949,3,1,3,1,4,1,0,1
5601,16258.698,1,2,1,3,2,1,1,0
5602,11036.157,3,1,1,2,4,1,0,1
5603,13374.158,2,3,2,1,3,1,1,1
5604,21938.109,2,1,2,3,3,1,1,0
5605,17450.93,2,2,2,1,4,3,1,1
5606,21359.971,2,1,1,3,4,3,1,0
5607,21654.154,3,1,3,2,3,1,0,1
5608,31199.26,1,1,1,3,3,1,1,0
5609,16814.793,3,1,2,3,4,1,0,0
5610,14001.978,3,2,3,1,4,1,0,1
5611,14140.936,3,2,2,1,4,1,0,1
5612,19435.588,2,2,4,2,1,1,1,1
5613,24874.697,3,3,1,2,4,2,0,1
5614,28530.139,3,3,1,3,4,4,0,0
5615,20051.252,2,3,2,3,2,1,1,0
5616,25979.756,4,2,4,2,4,1,0,1
5617,13471.476,3,2,1,3,3,1,0,0
5618,27746.488,3,2,1,2,4,1,0,1
5619,28869.152,4,1,2,3,2,1,0,0
5620,11703.031,2,2,2,2,4,1,1,1
5621,37883.195,3,2,4,2,1,1,0,1
5622,21247.914,3,1,1,3,2,1,0,0
5623,21862.832,4,2,2,1,3,2,0,1
5624,26467.59,4,3,1,3,4,2,0,0
5625,35648.523,3,2,3,3,4,1,0,0
5626,29783.711,4,2,1,5,4,3,0,0
5627,9118.3916,3,2,1,3,4,1,0,0
5628,48033.527,4,4,4,3,2,3,0,0
5629,13294.827,2,1,2,3,3,1,1,0
5630,16302.766,3,3,1,3,4,1,0,0
5631,12730.973,3,1,4,3,1,5,0,0
5632,24159.561,4,2,1,2,4,2,0,1
5633,17530.783,2,2,2,2,2,1,1,1
5634,15051.257,1,2,3,3,2,1,1,0
5635,13090.769,4,2,2,3,4,1,0,0
5636,26476.84,2,2,1,2,3,3,1,1
5637,17215.234,3,2,2,3,2,1,0,0
5638,22611.25,3,2,2,3,4,1,0,0
5639,37592.434,2,2,1,2,4,4,1,1
5640,16860.326,3,3,2,3,2,1,0,0
5641,13967.336,1,1,3,1,2,1,1,1
5642,20699.957,3,1,2,3,2,1,0,0
5643,21389.088,2,2,3,3,3,1,1,0
5644,47163.496,2,1,2,2,1,3,1,1
5645,35917.691,4,1,2,3,3,1,0,0
5646,20481.783,1,1,1,3,4,1,1,0
5647,14001.978,3,3,3,3,4,1,0,0
5648,17624.115,2,1,2,3,4,3,1,0
5649,33330.762,3,1,2,2,2,3,0,1
5650,19105.045,2,1,3,3,3,3,1,0
5651,14861.757,3,1,2,2,2,1,0,1
5652,21793.367,3,1,2,3,4,1,0,0
5653,20524.117,3,2,1,3,4,2,0,0
5654,21038.014,1,1,3,3,2,1,1,0
5655,14104.097,1,1,1,2,3,1,1,1
5656,20128.707,2,2,3,2,3,3,1,1
5657,26130.525,1,2,1,3,4,2,1,0
5658,25782.076,2,1,1,3,2,1,1,0
5659,36313.016,3,1,1,3,3,1,0,0
5660,16524.17,2,1,2,3,3,1,1,0
5661,51764.707,3,2,4,2,2,1,0,1
5662,13207.111,3,2,1,2,4,1,0,1
5663,23622,3,2,1,3,3,3,0,0
5664,12641.871,2,2,2,3,4,1,1,0
5665,20450.977,3,1,3,3,3,1,0,0
5666,20638.961,2,1,1,5,4,3,1,0
5667,7808.2251,3,2,3,3,4,1,0,0
5668,19797.76,3,2,2,2,3,1,0,1
5669,20496.547,2,3,1,2,2,1,1,1
5670,10148.953,1,1,1,3,4,3,1,0
5671,17704.762,3,1,2,2,2,1,0,1
5672,9381.5244,1,2,4,1,3,1,1,1
5673,15923.669,3,2,1,3,2,1,0,0
5674,19495.104,2,1,1,2,4,1,1,1
5675,6772.1284,4,1,2,3,4,1,0,0
5676,14681.59,2,2,1,1,3,2,1,1
5677,12517.644,2,1,1,1,4,1,1,1
5678,15280.206,2,2,1,3,2,1,1,0
5679,24874.697,4,2,1,1,4,2,0,1
5680,29175.771,2,2,3,1,1,1,1,1
5681,12502.931,2,1,1,2,3,3,1,1
5682,15097.651,1,1,1,3,3,1,1,0
5683,11981.729,3,2,2,2,3,1,0,1
5684,19879.457,3,1,1,1,4,1,0,1
5685,45590.746,3,1,4,4,2,3,0,0
5686,23255.453,1,2,3,3,1,1,1,0
5687,12033.683,2,2,2,3,4,1,1,0
5688,25325.701,2,2,1,3,3,1,1,0
5689,16361.793,2,1,2,5,3,1,1,0
5690,9569.5391,3,2,2,3,4,1,0,0
5691,19790.416,3,3,1,2,4,1,0,1
5692,15700.013,2,1,1,3,3,1,1,0
5693,71828.898,3,1,2,1,2,5,0,1
5694,5352.6484,5,2,3,3,4,5,0,0
5696,21065.541,1,1,1,3,3,1,1,0
5697,25476.74,3,2,2,3,2,3,0,0
5698,8840.1094,3,2,2,2,4,3,0,1
5699,13382.595,2,2,1,3,4,1,1,0
5700,27746.488,3,2,1,3,4,1,0,0
5701,41827.207,1,1,3,3,1,3,1,0
5702,43230.285,3,2,3,3,2,3,0,0
5703,34713.949,3,3,1,3,2,3,0,0
5704,20308.889,3,2,1,2,3,1,0,1
5705,15483.233,3,2,2,3,2,1,0,0
5706,10305.562,2,2,2,3,4,1,1,0
5707,21555.621,4,2,1,2,4,1,0,1
5708,19675.418,3,2,2,2,3,1,0,1
5709,20929.551,2,1,2,3,2,1,1,0
5710,28559.191,3,1,1,3,4,1,0,0
5711,8544.126,1,3,1,3,4,1,1,0
5712,48298.535,4,2,1,2,4,4,0,1
5713,16389.93,1,1,2,3,2,1,1,0
5714,6069.5679,3,2,1,2,3,5,0,1
5715,32293.893,5,2,1,3,2,3,0,0
5716,22737.604,4,2,4,3,4,1,0,0
5717,14933.873,2,2,1,3,3,1,1,0
5718,16661.213,2,1,1,3,3,1,1,0
5719,7808.2251,3,2,2,3,4,1,0,0
5720,33204.23,3,2,1,3,3,3,0,0
5721,39459.523,4,2,3,3,4,4,0,0
5722,13914.758,4,1,3,2,4,1,0,1
5723,51693.668,5,2,1,3,2,3,0,0
5724,15411.693,3,2,1,3,2,1,0,0
5725,19790.416,3,3,1,2,4,1,0,1
5726,28360.09,4,2,3,3,3,2,0,0
5727,25047.182,4,2,1,3,4,2,0,0
5728,18224.697,3,1,1,3,4,4,0,0
5729,16639.242,3,1,2,5,2,1,0,0
5730,29743.756,2,3,3,2,3,1,1,1
5731,15116.407,5,1,1,3,4,1,0,0
5732,4399.7192,1,2,2,2,4,5,1,1
5733,7970.2148,4,2,1,2,4,1,0,1
5734,30214.561,2,2,1,2,4,1,1,1
5735,13294.827,2,1,2,3,3,1,1,0
5736,21793.367,1,1,1,3,4,1,1,0
5737,17941.336,4,2,3,2,4,3,0,1
5738,15923.669,3,1,2,3,2,1,0,0
5739,7490.5454,2,1,3,3,4,1,1,0
5740,19973.746,4,3,4,3,4,3,0,0
5741,23687.555,3,3,1,3,4,1,0,0
5742,11773.241,3,2,3,3,3,1,0,0
5743,16142.563,2,2,1,2,4,1,1,1
5744,15411.693,3,2,2,3,2,1,0,0
5745,22659.063,2,1,1,3,3,3,1,0
5746,28100.453,2,2,3,3,3,2,1,0
5747,21793.367,3,2,1,2,4,1,0,1
5748,16361.793,2,1,2,3,3,1,1,0
5749,23443.414,2,1,1,3,2,1,1,0
5750,10596.486,2,2,2,2,2,5,1,1
